close,high,low,open,timestamp,volume
26326,26326,26325,26325,1684972800,0.07914520
26331,26331,26311,26325,1684972860,4.30596183
26333,26333,26333,26333,1684972920,0.00999000
26355,26355,26337,26337,1684972980,0.06510753
26349,26360,26349,26355,1684973040,0.87984691
26333,26357,26333,26349,1684973100,0.33514357
26324,26335,26324,26334,1684973160,0.12409272
26359,26362,26332,26335,1684973220,5.67591292
26368,26368,26360,26360,1684973280,0.00834597
26381,26381,26367,26367,1684973340,0.27855562
26360,26373,26360,26373,1684973400,0.61712227
26349,26357,26349,26357,1684973460,0.18735431
26348,26348,26348,26348,1684973520,0.02803000
26347,26354,26347,26348,1684973580,0.49873970
26351,26353,26351,26353,1684973640,0.01656006
26346,26346,26346,26346,1684973700,0.00250000
26336,26346,26336,26346,1684973760,0.81721924
26320,26333,26320,26333,1684973820,0.18959540
26317,26318,26317,26318,1684973880,0.03718430
26296,26314,26295,26314,1684973940,0.08546030
26289,26297,26289,26294,1684974000,0.14249597
26276,26286,26276,26286,1684974060,0.04651543
26275,26282,26273,26279,1684974120,0.09059998
26304,26304,26289,26289,1684974180,0.05687913
26288,26288,26286,26286,1684974240,0.00747000
26278,26278,26278,26278,1684974300,0.00107000
26276,26279,26276,26279,1684974360,0.02886852
26274,26274,26274,26274,1684974420,0.00189779
26269,26276,26269,26275,1684974480,0.09122369
26276,26276,26271,26271,1684974540,0.05651000
26283,26283,26283,26283,1684974600,0.00206951
26255,26271,26255,26271,1684974660,14.51318955
26251,26254,26251,26254,1684974720,0.74356993
26242,26251,26237,26250,1684974780,6.42824265
26259,26259,26253,26253,1684974840,1.17465541
26254,26267,26254,26264,1684974900,0.04126279
26257,26257,26257,26257,1684974960,0.00102000
26267,26267,26258,26258,1684975020,0.13831517
26259,26266,26259,26266,1684975080,0.00670061
26260,26260,26260,26260,1684975140,0.00548000
26268,26268,26263,26263,1684975200,0.00608724
26254,26269,26254,26268,1684975260,0.16253541
26234,26245,26234,26245,1684975320,0.05990955
26217,26239,26217,26239,1684975380,3.01940244
26219,26224,26219,26224,1684975440,0.41308708
26213,26221,26200,26219,1684975500,6.56267407
26226,26226,26212,26212,1684975560,0.26580914
26237,26237,26229,26229,1684975620,0.14243820
26238,26239,26237,26237,1684975680,0.05719324
26247,26247,26242,26242,1684975740,0.06332961
26240,26243,26240,26243,1684975800,0.01996664
26235,26237,26235,26237,1684975860,0.05459559
26223,26232,26223,26232,1684975920,0.01910657
26229,26229,26223,26223,1684975980,0.04367000
26245,26245,26239,26241,1684976040,0.06857279
26248,26250,26248,26248,1684976100,0.03309956
26251,26260,26249,26249,1684976160,0.82027064
26244,26250,26244,26250,1684976220,0.00386013
26229,26229,26220,26229,1684976280,0.09131224
26237,26237,26225,26225,1684976340,0.96318707
26262,26262,26234,26234,1684976400,0.27966141
26273,26273,26261,26261,1684976460,0.16455056
26301,26305,26273,26273,1684976520,0.09522034
26311,26311,26305,26305,1684976580,0.18629341
26308,26310,26308,26310,1684976640,0.02000000
26294,26302,26294,26301,1684976700,0.02352392
26273,26290,26273,26290,1684976760,0.05715315
26261,26270,26261,26270,1684976820,0.05035900
26230,26257,26229,26257,1684976880,0.78629210
26245,26245,26232,26232,1684976940,0.06257000
26256,26256,26251,26251,1684977000,0.13695687
26247,26249,26247,26249,1684977060,0.01946712
26237,26239,26237,26239,1684977120,0.42258570
26234,26235,26234,26234,1684977180,0.07224441
26242,26243,26228,26233,1684977240,0.62725325
26213,26232,26213,26232,1684977300,0.12652672
26212,26231,26212,26222,1684977360,0.05378130
26204,26215,26204,26212,1684977420,0.04763460
26197,26207,26193,26202,1684977480,2.99262784
26187,26197,26187,26197,1684977540,1.53465565
26203,26208,26187,26187,1684977600,0.37572781
26184,26203,26184,26203,1684977660,0.95369066
26177,26199,26177,26183,1684977720,1.78508464
26175,26177,26168,26177,1684977780,1.53944448
26181,26181,26181,26181,1684977840,0.00161000
26060,26169,26028,26169,1684977900,28.04347475
25946,26032,25909,26031,1684977960,77.45863332
25900,25949,25878,25943,1684978020,43.42518130
25917,25942,25910,25918,1684978080,2.39013553
25961,25963,25924,25927,1684978140,1.67754200
26012,26012,25955,25966,1684978200,68.15527912
26012,26012,25969,26008,1684978260,2.82670167
26047,26047,26013,26013,1684978320,8.57038455
26088,26088,26049,26049,1684978380,13.11043843
26076,26082,26067,26082,1684978440,0.09698827
26073,26085,26073,26085,1684978500,0.00387262
26064,26068,26062,26068,1684978560,0.19551501
26125,26125,26073,26073,1684978620,6.70996961
26132,26132,26114,26127,1684978680,1.55599632
26107,26118,26107,26118,1684978740,0.01268141
26113,26114,26086,26104,1684978800,0.24974745
26070,26116,26070,26115,1684978860,9.66054791
26087,26091,26069,26070,1684978920,30.59111780
26092,26101,26092,26097,1684978980,0.32634788
26087,26087,26077,26078,1684979040,0.01247097
26090,26099,26090,26098,1684979100,1.13300830
26089,26089,26084,26086,1684979160,0.05935690
26116,26116,26090,26090,1684979220,0.18404989
26123,26123,26117,26120,1684979280,0.06252770
26137,26137,26131,26131,1684979340,1.76787195
26127,26139,26123,26138,1684979400,0.21980728
26093,26127,26092,26127,1684979460,0.13363709
26093,26093,26091,26091,1684979520,0.01138215
26087,26089,26086,26086,1684979580,0.07934715
26057,26078,26057,26078,1684979640,0.07887908
26079,26080,26047,26053,1684979700,0.02867723
26088,26088,26069,26069,1684979760,0.11814562
26107,26107,26097,26097,1684979820,0.00856785
26096,26096,26096,26096,1684979880,0.00341620
26119,26121,26104,26104,1684979940,0.12255839
26108,26110,26107,26110,1684980000,0.54833873
26099,26106,26099,26106,1684980060,0.08447196
26109,26109,26109,26109,1684980120,0.00669000
26126,26126,26110,26110,1684980180,0.08898824
26127,26127,26119,26126,1684980240,0.04634806
26124,26125,26124,26124,1684980300,0.01470822
26101,26124,26101,26124,1684980360,1.00023033
26097,26104,26092,26104,1684980420,1.19081195
26102,26102,26101,26101,1684980480,0.01876272
26109,26109,26109,26109,1684980540,0.00189904
26107,26107,26107,26107,1684980600,0.00249228
26114,26114,26104,26108,1684980660,0.02331318
26130,26130,26119,26119,1684980720,0.11732268
26137,26137,26132,26132,1684980780,0.00764517
26135,26136,26135,26136,1684980840,0.40754651
26109,26140,26109,26138,1684980900,0.57642744
26100,26111,26099,26107,1684980960,0.92558394
26096,26096,26096,26096,1684981020,0.00196281
26089,26097,26089,26097,1684981080,0.02560247
26091,26091,26090,26090,1684981140,0.01430778
26100,26100,26098,26099,1684981200,0.02528240
26086,26095,26086,26095,1684981260,0.02281054
26085,26085,26081,26081,1684981320,0.00569360
26100,26100,26094,26094,1684981380,13.38550343
26111,26111,26100,26100,1684981440,1.59967933
26121,26123,26121,26123,1684981500,0.01477321
26096,26116,26096,26116,1684981560,1.11773716
26099,26099,26093,26096,1684981620,0.11074112
26097,26097,26096,26096,1684981680,0.00626349
26087,26096,26087,26096,1684981740,0.35353572
26095,26095,26087,26087,1684981800,0.00592233
26084,26090,26084,26087,1684981860,0.77024297
26081,26083,26080,26083,1684981920,0.43881687
26077,26081,26075,26081,1684981980,0.04882089
26050,26068,26049,26068,1684982040,10.92187657
26049,26050,26049,26050,1684982100,8.25203460
26061,26061,26048,26048,1684982160,1.41998739
26067,26067,26058,26059,1684982220,0.01864054
26078,26078,26073,26073,1684982280,0.02017631
26097,26097,26082,26082,1684982340,0.06682954
26099,26100,26099,26100,1684982400,0.00548448
26099,26099,26093,26099,1684982460,0.97310237
26087,26088,26087,26088,1684982520,0.00656865
26086,26086,26081,26083,1684982580,0.01788812
26092,26092,26084,26084,1684982640,0.03635256
26089,26092,26089,26092,1684982700,0.00294694
26088,26090,26088,26089,1684982760,0.45936043
26076,26083,26076,26083,1684982820,0.28057962
26080,26081,26075,26080,1684982880,0.92713443
26098,26098,26080,26080,1684982940,0.00816501
26100,26100,26098,26098,1684983000,2.89370500
26100,26100,26100,26100,1684983060,10.99323534
26098,26100,26098,26100,1684983120,0.97725596
26100,26100,26100,26100,1684983180,0.37390292
26113,26129,26100,26100,1684983240,15.59265664
26109,26114,26109,26114,1684983300,0.08298880
26114,26114,26105,26109,1684983360,0.10120000
26114,26114,26114,26114,1684983420,0.01331000
26115,26115,26115,26115,1684983480,0.00233000
26119,26119,26119,26119,1684983540,0.01107000
26124,26124,26124,26124,1684983600,0.00764000
26130,26131,26130,26131,1684983660,2.62640295
26130,26130,26130,26130,1684983720,0.05408342
26140,26142,26129,26130,1684983780,13.37120642
26155,26155,26143,26143,1684983840,3.11154038
26158,26158,26150,26155,1684983900,16.29626524
26184,26184,26159,26159,1684983960,8.55949326
26187,26188,26178,26187,1684984020,3.35857053
26202,26212,26188,26188,1684984080,11.45453916
26194,26198,26192,26198,1684984140,1.92200749
26189,26197,26189,26197,1684984200,2.38015557
26169,26187,26169,26187,1684984260,11.16926767
26169,26170,26165,26169,1684984320,0.11870940
26163,26163,26163,26163,1684984380,0.00392000
26150,26160,26150,26154,1684984440,0.10984000
26148,26148,26148,26148,1684984500,0.00966000
26146,26150,26140,26143,1684984560,0.17556455
26148,26158,26148,26157,1684984620,0.68805094
26137,26142,26136,26142,1684984680,1.26382472
26140,26140,26140,26140,1684984740,0.05000000
26157,26157,26148,26148,1684984800,0.00770191
26162,26162,26155,26155,1684984860,0.06648000
26162,26162,26162,26162,1684984920,0.00000000
26156,26161,26154,26161,1684984980,0.01823077
26157,26157,26157,26157,1684985040,0.01092000
26153,26156,26153,26156,1684985100,0.23888553
26154,26154,26154,26154,1684985160,0.04908525
26169,26169,26169,26169,1684985220,0.00100000
26170,26170,26170,26170,1684985280,3.09250071
26188,26189,26170,26170,1684985340,5.80147287
26189,26189,26188,26189,1684985400,10.88703348
26188,26189,26187,26189,1684985460,0.27133076
26178,26185,26173,26185,1684985520,1.57693973
26174,26177,26174,26177,1684985580,0.15985000
26162,26172,26162,26172,1684985640,0.16196931
26177,26178,26162,26162,1684985700,0.10163000
26175,26177,26175,26177,1684985760,0.11202313
26164,26171,26163,26171,1684985820,0.18279968
26164,26164,26164,26164,1684985880,0.00150000
26175,26176,26170,26170,1684985940,0.08319000
26173,26173,26172,26172,1684986000,0.01383085
26171,26171,26170,26170,1684986060,0.03783000
26168,26171,26168,26171,1684986120,0.25152000
26165,26165,26165,26165,1684986180,0.02480000
26184,26184,26176,26181,1684986240,0.33223271
26187,26189,26187,26189,1684986300,0.06349000
26188,26189,26187,26189,1684986360,0.01397045
26177,26189,26177,26189,1684986420,1.69923009
26176,26177,26176,26177,1684986480,0.10634023
26180,26180,26180,26180,1684986540,0.00101000
26187,26188,26182,26188,1684986600,0.01540000
26187,26187,26186,26186,1684986660,0.05427000
26187,26188,26187,26187,1684986720,0.02838000
26189,26189,26188,26189,1684986780,0.03951456
26184,26188,26184,26188,1684986840,0.05409389
26180,26188,26178,26188,1684986900,0.83798339
26176,26176,26174,26174,1684986960,0.05131857
26176,26176,26176,26176,1684987020,0.01045617
26181,26181,26176,26176,1684987080,0.00714998
26175,26180,26175,26180,1684987140,0.00760220
26166,26172,26166,26172,1684987200,0.14791611
26181,26185,26168,26168,1684987260,0.10090820
26177,26179,26177,26178,1684987320,0.07981000
26169,26176,26169,26172,1684987380,1.14183218
26155,26169,26155,26169,1684987440,0.98640557
26144,26158,26144,26158,1684987500,0.44705169
26151,26157,26143,26143,1684987560,0.34239597
26160,26161,26158,26158,1684987620,0.15048838
26152,26158,26151,26158,1684987680,0.75889366
26158,26159,26155,26155,1684987740,0.10972132
26168,26168,26160,26160,1684987800,0.23647482
26172,26172,26167,26167,1684987860,0.47006481
26184,26184,26177,26177,1684987920,0.26026239
26188,26189,26184,26184,1684987980,1.01582211
26189,26189,26189,26189,1684988040,0.05702799
26189,26189,26188,26189,1684988100,0.12887878
26187,26188,26187,26188,1684988160,0.14144787
26189,26189,26188,26189,1684988220,0.11113527
26189,26189,26189,26189,1684988280,0.72908021
26189,26189,26189,26189,1684988340,0.97712397
26195,26195,26189,26189,1684988400,3.20218189
26194,26198,26194,26195,1684988460,0.06408676
26203,26204,26198,26198,1684988520,0.05227070
26212,26212,26202,26202,1684988580,0.03461000
26217,26217,26212,26212,1684988640,1.50522107
26230,26230,26218,26218,1684988700,3.23490105
26225,26230,26219,26230,1684988760,0.16771072
26210,26219,26209,26219,1684988820,0.11604109
26203,26210,26203,26210,1684988880,0.23357952
26203,26204,26202,26202,1684988940,0.13507000
26215,26215,26201,26201,1684989000,0.02917000
26220,26220,26220,26220,1684989060,0.04270000
26202,26209,26202,26209,1684989120,0.23424999
26206,26210,26204,26204,1684989180,0.22510000
26215,26215,26206,26206,1684989240,0.42497159
26210,26220,26210,26219,1684989300,0.21817279
26207,26210,26206,26210,1684989360,0.03662289
26221,26221,26210,26210,1684989420,0.29585631
26244,26244,26225,26225,1684989480,2.97705978
26243,26243,26243,26243,1684989540,0.00519419
26232,26235,26231,26235,1684989600,0.20852533
26233,26234,26230,26231,1684989660,0.13242000
26235,26236,26233,26233,1684989720,2.00102000
26227,26233,26227,26233,1684989780,0.19482435
26215,26226,26215,26226,1684989840,0.16790000
26215,26221,26208,26213,1684989900,0.05381469
26212,26219,26211,26219,1684989960,0.10382919
26208,26214,26207,26214,1684990020,0.07897987
26201,26208,26200,26208,1684990080,0.03346258
26201,26201,26201,26201,1684990140,0.46133327
26211,26211,26201,26201,1684990200,0.00223090
26211,26212,26206,26208,1684990260,0.17131763
26211,26212,26211,26212,1684990320,0.05550000
26210,26212,26210,26211,1684990380,0.26720000
26208,26209,26208,26209,1684990440,0.02008261
26209,26209,26209,26209,1684990500,0.02658000
26199,26210,26199,26210,1684990560,1.62730904
26200,26200,26200,26200,1684990620,0.15441587
26211,26211,26211,26211,1684990680,0.00218000
26226,26226,26212,26212,1684990740,1.46942434
26209,26219,26209,26213,1684990800,0.05609691
26213,26213,26212,26212,1684990860,0.01214000
26213,26213,26213,26213,1684990920,0.00000000
26221,26221,26218,26218,1684990980,0.27599000
26219,26222,26216,26222,1684991040,1.03549945
26219,26219,26219,26219,1684991100,0.00000000
26217,26217,26217,26217,1684991160,0.02000000
26224,26224,26224,26224,1684991220,0.00701000
26232,26232,26232,26232,1684991280,0.00167000
26233,26233,26233,26233,1684991340,0.09316000
26226,26226,26226,26226,1684991400,0.08996036
26220,26220,26220,26220,1684991460,0.02034139
26220,26220,26220,26220,1684991520,0.00000000
26220,26221,26220,26220,1684991580,0.04568856
26220,26220,26215,26220,1684991640,0.27638364
26224,26224,26206,26206,1684991700,0.05928358
26226,26226,26226,26226,1684991760,0.04220000
26230,26230,26226,26226,1684991820,0.05637060
26243,26243,26232,26232,1684991880,0.05468555
26244,26244,26243,26243,1684991940,0.14868886
26244,26244,26243,26243,1684992000,0.30387072
26235,26244,26235,26244,1684992060,0.31527015
26244,26244,26244,26244,1684992120,0.10617201
26244,26244,26244,26244,1684992180,0.42943859
26244,26244,26242,26243,1684992240,0.07161352
26253,26253,26244,26244,1684992300,3.21499352
26254,26254,26254,26254,1684992360,0.00109000
26254,26254,26254,26254,1684992420,0.00149269
26256,26256,26256,26256,1684992480,0.02001472
26262,26262,26256,26256,1684992540,1.31559888
26260,26262,26260,26262,1684992600,0.30480960
26255,26261,26255,26259,1684992660,0.20365233
26253,26255,26253,26254,1684992720,0.25388527
26266,26266,26253,26253,1684992780,0.84062512
26259,26259,26258,26258,1684992840,0.05000000
26257,26257,26255,26255,1684992900,0.18870999
26255,26255,26255,26255,1684992960,0.03249384
26253,26253,26253,26253,1684993020,0.59821925
26225,26252,26225,26252,1684993080,0.23603739
26239,26240,26222,26225,1684993140,0.06710376
26236,26236,26232,26235,1684993200,0.01137925
26236,26236,26236,26236,1684993260,0.00000000
26223,26223,26223,26223,1684993320,0.05720110
26223,26223,26223,26223,1684993380,0.04366000
26223,26223,26223,26223,1684993440,0.46590631
26236,26237,26223,26223,1684993500,0.55090105
26234,26234,26234,26234,1684993560,0.00084923
26234,26234,26234,26234,1684993620,0.00000000
26227,26242,26227,26234,1684993680,4.62359711
26251,26251,26248,26248,1684993740,0.03729822
26250,26250,26243,26243,1684993800,0.43448370
26236,26249,26236,26247,1684993860,1.00831081
26236,26236,26236,26236,1684993920,0.03038241
26232,26236,26232,26236,1684993980,0.09235326
26236,26236,26231,26231,1684994040,0.22517925
26251,26251,26247,26247,1684994100,0.03552334
26254,26254,26251,26251,1684994160,0.05019425
26258,26259,26249,26249,1684994220,0.53027000
26250,26255,26250,26255,1684994280,0.30449000
26252,26252,26252,26252,1684994340,0.03000000
26265,26265,26257,26257,1684994400,0.02786379
26266,26266,26266,26266,1684994460,0.11364082
26265,26265,26265,26265,1684994520,0.00687000
26270,26270,26265,26265,1684994580,1.54849005
26271,26275,26264,26265,1684994640,1.05859948
26276,26276,26271,26271,1684994700,0.72787319
26281,26281,26278,26278,1684994760,1.26069817
26278,26281,26278,26280,1684994820,0.72317560
26280,26280,26276,26277,1684994880,0.11432961
26269,26270,26269,26270,1684994940,0.06171000
26260,26262,26257,26262,1684995000,0.42633450
26248,26260,26248,26260,1684995060,0.11206109
26248,26249,26241,26245,1684995120,0.13110004
26245,26245,26239,26244,1684995180,0.06586604
26238,26238,26238,26238,1684995240,0.00344608
26242,26242,26238,26238,1684995300,0.00321000
26235,26235,26235,26235,1684995360,0.00258499
26239,26239,26237,26237,1684995420,0.04324000
26239,26246,26239,26246,1684995480,0.08552372
26244,26244,26239,26239,1684995540,0.53847999
26256,26256,26251,26251,1684995600,1.13048857
26256,26257,26256,26256,1684995660,1.12659041
26256,26256,26256,26256,1684995720,0.08020000
26247,26253,26247,26253,1684995780,0.06463114
26247,26247,26247,26247,1684995840,0.00000000
26241,26246,26241,26246,1684995900,0.02784490
26241,26244,26239,26244,1684995960,0.09796154
26240,26240,26240,26240,1684996020,0.00121760
26251,26251,26244,26244,1684996080,0.06044615
26251,26251,26251,26251,1684996140,0.00000000
26251,26251,26251,26251,1684996200,0.00000000
26254,26255,26254,26255,1684996260,0.00947066
26254,26255,26251,26254,1684996320,0.08035490
26235,26250,26235,26250,1684996380,3.51534688
26242,26244,26235,26235,1684996440,2.45524276
26234,26240,26234,26240,1684996500,0.63997708
26232,26235,26232,26235,1684996560,0.00618349
26223,26230,26223,26230,1684996620,0.51684463
26215,26221,26215,26221,1684996680,16.14859405
26237,26237,26232,26232,1684996740,0.08434897
26264,26264,26237,26237,1684996800,0.11270941
26266,26267,26263,26267,1684996860,0.34841991
26263,26264,26260,26264,1684996920,0.63903943
26252,26252,26252,26252,1684996980,0.00681000
26253,26253,26252,26252,1684997040,0.25488723
26252,26252,26248,26251,1684997100,0.19650000
26252,26252,26252,26252,1684997160,0.00000000
26251,26253,26249,26253,1684997220,0.09559790
26257,26257,26250,26250,1684997280,0.02155749
26272,26272,26268,26268,1684997340,0.00585672
26273,26273,26273,26273,1684997400,0.00258020
26275,26277,26275,26276,1684997460,0.05851313
26276,26278,26270,26272,1684997520,0.36499027
26278,26278,26278,26278,1684997580,0.07870000
26278,26278,26278,26278,1684997640,6.48450220
26278,26278,26275,26278,1684997700,0.58035280
26254,26278,26252,26278,1684997760,1.08206848
26256,26256,26254,26254,1684997820,0.76371880
26254,26254,26254,26254,1684997880,0.11922517
26254,26254,26254,26254,1684997940,0.07483670
26248,26257,26239,26254,1684998000,2.91973263
26237,26246,26237,26246,1684998060,0.20072982
26226,26238,26226,26238,1684998120,0.56170702
26224,26227,26224,26227,1684998180,1.36740369
26227,26228,26224,26224,1684998240,0.74666787
26223,26227,26223,26227,1684998300,0.45329922
26218,26223,26218,26223,1684998360,0.43000000
26219,26219,26210,26218,1684998420,8.10719116
26214,26225,26211,26225,1684998480,0.20399220
26219,26226,26212,26212,1684998540,0.79553838
26230,26233,26221,26221,1684998600,0.48415797
26231,26249,26230,26230,1684998660,13.02508594
26226,26228,26226,26228,1684998720,0.02752979
26215,26223,26214,26223,1684998780,0.82361891
26225,26225,26220,26220,1684998840,0.59802311
26225,26225,26225,26225,1684998900,0.00000000
26221,26226,26219,26219,1684998960,0.20656940
26221,26221,26221,26221,1684999020,0.00000000
26220,26220,26216,26220,1684999080,0.09677000
26216,26218,26215,26218,1684999140,2.41579224
26218,26224,26214,26214,1684999200,2.02855055
26227,26228,26226,26228,1684999260,0.00921260
26210,26225,26210,26225,1684999320,0.50621974
26213,26213,26210,26210,1684999380,0.01005677
26211,26211,26211,26211,1684999440,0.00846283
26212,26213,26211,26211,1684999500,1.08756839
26213,26213,26213,26213,1684999560,0.35360478
26196,26213,26196,26213,1684999620,3.85206781
26178,26196,26174,26196,1684999680,4.54672709
26193,26193,26187,26187,1684999740,0.11497283
26165,26192,26165,26192,1684999800,4.21034300
26168,26173,26168,26173,1684999860,0.03339000
26174,26174,26167,26167,1684999920,0.12473000
26170,26177,26169,26174,1684999980,0.09353258
26160,26165,26159,26165,1685000040,1.55075085
26141,26160,26141,26160,1685000100,9.12991514
26141,26148,26141,26148,1685000160,0.03514000
26154,26154,26141,26141,1685000220,0.35355197
26144,26154,26144,26154,1685000280,0.06971007
26140,26141,26140,26141,1685000340,0.78966475
26140,26141,26138,26138,1685000400,1.15389738
26150,26150,26141,26141,1685000460,0.67367634
26150,26150,26150,26150,1685000520,0.00000000
26143,26143,26140,26140,1685000580,0.24780969
26144,26144,26142,26142,1685000640,0.07395756
26144,26144,26144,26144,1685000700,0.00000000
26163,26163,26163,26163,1685000760,0.28666437
26145,26145,26138,26138,1685000820,1.03232939
26154,26154,26151,26151,1685000880,0.14438879
26158,26158,26153,26153,1685000940,0.14449044
26143,26151,26143,26147,1685001000,0.03696273
26143,26145,26143,26145,1685001060,0.02987000
26135,26137,26131,26137,1685001120,1.59305898
26143,26143,26135,26135,1685001180,1.32784539
26134,26141,26134,26141,1685001240,0.48567811
26131,26133,26131,26133,1685001300,0.28476482
26136,26136,26130,26131,1685001360,0.88707901
26137,26138,26136,26136,1685001420,0.53545362
26130,26135,26130,26134,1685001480,1.00254136
